neighborhood,tweet
roxbury,"@floridanow1 Boston tried Asian, tried lesbian, tried White man but, never Black man. Boston could use somebody that grew up poor or not the best schools.I say Black because, they know how much they have been screwed in Roxbury,Dorchester,Boston ECT.Need straight shooter who can't be bought"
roxbury,"“Growing up in Roxbury” I lived next door to the M. L. King, Jr. middle school. My childhood pastor was the Rev. Dr. Virgil Wood, His friend the Rev. Dr. M. L. King, Jr. came to Boston to March. Dr. King, prayed for all the children including me at the church on Blue Hill Avenue. https://t.co/NSRjaK38U2"
roxbury,"Blue Hill Avenue | Roxbury to Mattapan Square, Boston MA - 4K Drive https://t.co/kM1UzxUXEJ via @YouTube https://t.co/YPI0vlQH29"
roxbury,"Hey, Hey- No Boston slander we gave y'll New Edition.... #Roxbury"
roxbury,"They never put this fight, effort and fire into fighting the crime in Dorchester, Roxbury, Mattapan and Chinatown. They do not show this fire to end homelessness. The Boston City Council's priorities are askew. We must force positive change!! Join me!"
roxbury,"Melnea Cass 1896-1978 was a Boston community activist fighting for equal rights for workers, civil rights &amp; quality education. She loved to read the Bible &amp; was a devoted Christian. Known as Roxbury's First Lady, she was president of Boston's NAACP &amp; helped found Freedom House https://t.co/kVgtS8JGxw"
roxbury,"@MayorWu Jonathan Lanfear, of Winchester; Yihong Zou, of Boston; Boya Zhou, of West Roxbury; Mark Zhu, of Lincoln; Kerry Wu, of Natick; ; David LaCava, of Waltham; Pinhao Chao, 12 men will be summoned for arraignments on a single count of sexual conduct for a fee. Wu s cousin arrested https://t.co/LJzB43Nrng"
roxbury,"@AntiWuCoalition Lived in Boston my whole life. Work every single day in boston:downtown, mattapan,roxbury, beacon hill, north end, etc. See people of all races and economic every day. They are all anti-wu,anti-DEI,anti-Gay Gov.Healey. BCC is a joke. Especially Flynn"
roxbury,"A jazz scene rises in Roxbury, bringing top-notch acts to an unlikely venue.
https://t.co/ja9uXg2Kbr"
roxbury,"@MassGovernor You have some balls talking about ""our kids"".

Here's what you have done for ""our kids"" :
-Harbored illegal migrants.
-Harbored illegal criminal migrants that have raped, beaten and murdered OUR KIDS. 
-Took away a CHILDRENs recreation center in Roxbury to harbor illegal"
roxbury,@Yearoftravel @amuse They are! And she’s taking them! By pass the mainstream and talk to someone who knows where Roxbury is in Boston. This city is no longer western and no longer safe
roxbury,"Yeah, she is not good for Boston. Even very liberal people I know there are on the fence about her. I know many that live in Jamaica Plain, Roxbury, and a few other areas north and south of the posh downtown... are loosing YMCA and other rec space to illegals to name just one"
roxbury,"@MassFiscal Let Wu do an ""undercover boss"" episode. Walk through Roxbury, Dorchester, Mattapan, or the South End at night alone. Then let her tell us again how safe Boston is."
roxbury,"PWD Sweepers were out early this morning cleaning streets in #Dorchester, #Mattapan &amp; #Roxbury. For everything you need to know about the @CityOfBoston sweeping program: https://t.co/UipC9e3rUZ https://t.co/qDTgVvgRAM"
roxbury,"@CreasonJana @MayorWu she can be deported, SHOULD BE DEPORTED. 
per grok: 
Born on January 4, 1979, in Praia, Cape Verde, she immigrated to the United States at age 10 and settled in Roxbury, Boston. She became a naturalized U.S. citizen in 2019. Elected in November 2021, she took office in January"
roxbury,"@floridanow1 Boston tried Asian, tried lesbian, tried White man but, never Black man. Boston could use somebody that grew up poor or not the best schools.I say Black because, they know how much they have been screwed in Roxbury,Dorchester,Boston ECT.Need straight shooter who can't be bought"
roxbury,"“Growing up in Roxbury” I lived next door to the M. L. King, Jr. middle school. My childhood pastor was the Rev. Dr. Virgil Wood, His friend the Rev. Dr. M. L. King, Jr. came to Boston to March. Dr. King, prayed for all the children including me at the church on Blue Hill Avenue. https://t.co/NSRjaK38U2"
roxbury,"Blue Hill Avenue | Roxbury to Mattapan Square, Boston MA - 4K Drive https://t.co/kM1UzxUXEJ via @YouTube https://t.co/YPI0vlQH29"
roxbury,"Hey, Hey- No Boston slander we gave y'll New Edition.... #Roxbury"
roxbury,"They never put this fight, effort and fire into fighting the crime in Dorchester, Roxbury, Mattapan and Chinatown. They do not show this fire to end homelessness. The Boston City Council's priorities are askew. We must force positive change!! Join me!"
roxbury,"Melnea Cass 1896-1978 was a Boston community activist fighting for equal rights for workers, civil rights &amp; quality education. She loved to read the Bible &amp; was a devoted Christian. Known as Roxbury's First Lady, she was president of Boston's NAACP &amp; helped found Freedom House https://t.co/kVgtS8JGxw"
roxbury,"@MayorWu Jonathan Lanfear, of Winchester; Yihong Zou, of Boston; Boya Zhou, of West Roxbury; Mark Zhu, of Lincoln; Kerry Wu, of Natick; ; David LaCava, of Waltham; Pinhao Chao, 12 men will be summoned for arraignments on a single count of sexual conduct for a fee. Wu s cousin arrested https://t.co/LJzB43Nrng"
roxbury,"@AntiWuCoalition Lived in Boston my whole life. Work every single day in boston:downtown, mattapan,roxbury, beacon hill, north end, etc. See people of all races and economic every day. They are all anti-wu,anti-DEI,anti-Gay Gov.Healey. BCC is a joke. Especially Flynn"
roxbury,"A jazz scene rises in Roxbury, bringing top-notch acts to an unlikely venue.
https://t.co/ja9uXg2Kbr"
roxbury,"@MassGovernor You have some balls talking about ""our kids"".

Here's what you have done for ""our kids"" :
-Harbored illegal migrants.
-Harbored illegal criminal migrants that have raped, beaten and murdered OUR KIDS. 
-Took away a CHILDRENs recreation center in Roxbury to harbor illegal"
roxbury,@Yearoftravel @amuse They are! And she’s taking them! By pass the mainstream and talk to someone who knows where Roxbury is in Boston. This city is no longer western and no longer safe
roxbury,"Yeah, she is not good for Boston. Even very liberal people I know there are on the fence about her. I know many that live in Jamaica Plain, Roxbury, and a few other areas north and south of the posh downtown... are loosing YMCA and other rec space to illegals to name just one"
roxbury,"@MassFiscal Let Wu do an ""undercover boss"" episode. Walk through Roxbury, Dorchester, Mattapan, or the South End at night alone. Then let her tell us again how safe Boston is."
roxbury,"PWD Sweepers were out early this morning cleaning streets in #Dorchester, #Mattapan &amp; #Roxbury. For everything you need to know about the @CityOfBoston sweeping program: https://t.co/UipC9e3rUZ https://t.co/qDTgVvgRAM"
roxbury,"@CreasonJana @MayorWu she can be deported, SHOULD BE DEPORTED. 
per grok: 
Born on January 4, 1979, in Praia, Cape Verde, she immigrated to the United States at age 10 and settled in Roxbury, Boston. She became a naturalized U.S. citizen in 2019. Elected in November 2021, she took office in January"
roxbury,"@floridanow1 Boston tried Asian, tried lesbian, tried White man but, never Black man. Boston could use somebody that grew up poor or not the best schools.I say Black because, they know how much they have been screwed in Roxbury,Dorchester,Boston ECT.Need straight shooter who can't be bought"
roxbury,"“Growing up in Roxbury” I lived next door to the M. L. King, Jr. middle school. My childhood pastor was the Rev. Dr. Virgil Wood, His friend the Rev. Dr. M. L. King, Jr. came to Boston to March. Dr. King, prayed for all the children including me at the church on Blue Hill Avenue. https://t.co/NSRjaK38U2"
roxbury,"Blue Hill Avenue | Roxbury to Mattapan Square, Boston MA - 4K Drive https://t.co/kM1UzxUXEJ via @YouTube https://t.co/YPI0vlQH29"
roxbury,"Hey, Hey- No Boston slander we gave y'll New Edition.... #Roxbury"
roxbury,"They never put this fight, effort and fire into fighting the crime in Dorchester, Roxbury, Mattapan and Chinatown. They do not show this fire to end homelessness. The Boston City Council's priorities are askew. We must force positive change!! Join me!"
roxbury,"Melnea Cass 1896-1978 was a Boston community activist fighting for equal rights for workers, civil rights &amp; quality education. She loved to read the Bible &amp; was a devoted Christian. Known as Roxbury's First Lady, she was president of Boston's NAACP &amp; helped found Freedom House https://t.co/kVgtS8JGxw"
roxbury,"@MayorWu Jonathan Lanfear, of Winchester; Yihong Zou, of Boston; Boya Zhou, of West Roxbury; Mark Zhu, of Lincoln; Kerry Wu, of Natick; ; David LaCava, of Waltham; Pinhao Chao, 12 men will be summoned for arraignments on a single count of sexual conduct for a fee. Wu s cousin arrested https://t.co/LJzB43Nrng"
roxbury,"@AntiWuCoalition Lived in Boston my whole life. Work every single day in boston:downtown, mattapan,roxbury, beacon hill, north end, etc. See people of all races and economic every day. They are all anti-wu,anti-DEI,anti-Gay Gov.Healey. BCC is a joke. Especially Flynn"
roxbury,"A jazz scene rises in Roxbury, bringing top-notch acts to an unlikely venue.
https://t.co/ja9uXg2Kbr"
roxbury,"@MassGovernor You have some balls talking about ""our kids"".

Here's what you have done for ""our kids"" :
-Harbored illegal migrants.
-Harbored illegal criminal migrants that have raped, beaten and murdered OUR KIDS. 
-Took away a CHILDRENs recreation center in Roxbury to harbor illegal"
roxbury,@Yearoftravel @amuse They are! And she’s taking them! By pass the mainstream and talk to someone who knows where Roxbury is in Boston. This city is no longer western and no longer safe
roxbury,"Yeah, she is not good for Boston. Even very liberal people I know there are on the fence about her. I know many that live in Jamaica Plain, Roxbury, and a few other areas north and south of the posh downtown... are loosing YMCA and other rec space to illegals to name just one"
roxbury,"@MassFiscal Let Wu do an ""undercover boss"" episode. Walk through Roxbury, Dorchester, Mattapan, or the South End at night alone. Then let her tell us again how safe Boston is."
roxbury,"PWD Sweepers were out early this morning cleaning streets in #Dorchester, #Mattapan &amp; #Roxbury. For everything you need to know about the @CityOfBoston sweeping program: https://t.co/UipC9e3rUZ https://t.co/qDTgVvgRAM"
roxbury,"@CreasonJana @MayorWu she can be deported, SHOULD BE DEPORTED. 
per grok: 
Born on January 4, 1979, in Praia, Cape Verde, she immigrated to the United States at age 10 and settled in Roxbury, Boston. She became a naturalized U.S. citizen in 2019. Elected in November 2021, she took office in January"
roxbury,"@floridanow1 Boston tried Asian, tried lesbian, tried White man but, never Black man. Boston could use somebody that grew up poor or not the best schools.I say Black because, they know how much they have been screwed in Roxbury,Dorchester,Boston ECT.Need straight shooter who can't be bought"
roxbury,"“Growing up in Roxbury” I lived next door to the M. L. King, Jr. middle school. My childhood pastor was the Rev. Dr. Virgil Wood, His friend the Rev. Dr. M. L. King, Jr. came to Boston to March. Dr. King, prayed for all the children including me at the church on Blue Hill Avenue. https://t.co/NSRjaK38U2"
roxbury,"Blue Hill Avenue | Roxbury to Mattapan Square, Boston MA - 4K Drive https://t.co/kM1UzxUXEJ via @YouTube https://t.co/YPI0vlQH29"
roxbury,"Hey, Hey- No Boston slander we gave y'll New Edition.... #Roxbury"
roxbury,"They never put this fight, effort and fire into fighting the crime in Dorchester, Roxbury, Mattapan and Chinatown. They do not show this fire to end homelessness. The Boston City Council's priorities are askew. We must force positive change!! Join me!"
roxbury,"Melnea Cass 1896-1978 was a Boston community activist fighting for equal rights for workers, civil rights &amp; quality education. She loved to read the Bible &amp; was a devoted Christian. Known as Roxbury's First Lady, she was president of Boston's NAACP &amp; helped found Freedom House https://t.co/kVgtS8JGxw"
roxbury,"@MayorWu Jonathan Lanfear, of Winchester; Yihong Zou, of Boston; Boya Zhou, of West Roxbury; Mark Zhu, of Lincoln; Kerry Wu, of Natick; ; David LaCava, of Waltham; Pinhao Chao, 12 men will be summoned for arraignments on a single count of sexual conduct for a fee. Wu s cousin arrested https://t.co/LJzB43Nrng"
roxbury,"@AntiWuCoalition Lived in Boston my whole life. Work every single day in boston:downtown, mattapan,roxbury, beacon hill, north end, etc. See people of all races and economic every day. They are all anti-wu,anti-DEI,anti-Gay Gov.Healey. BCC is a joke. Especially Flynn"
roxbury,"A jazz scene rises in Roxbury, bringing top-notch acts to an unlikely venue.
https://t.co/ja9uXg2Kbr"
roxbury,"@MassGovernor You have some balls talking about ""our kids"".

Here's what you have done for ""our kids"" :
-Harbored illegal migrants.
-Harbored illegal criminal migrants that have raped, beaten and murdered OUR KIDS. 
-Took away a CHILDRENs recreation center in Roxbury to harbor illegal"
roxbury,@Yearoftravel @amuse They are! And she’s taking them! By pass the mainstream and talk to someone who knows where Roxbury is in Boston. This city is no longer western and no longer safe
roxbury,"Yeah, she is not good for Boston. Even very liberal people I know there are on the fence about her. I know many that live in Jamaica Plain, Roxbury, and a few other areas north and south of the posh downtown... are loosing YMCA and other rec space to illegals to name just one"
roxbury,"@MassFiscal Let Wu do an ""undercover boss"" episode. Walk through Roxbury, Dorchester, Mattapan, or the South End at night alone. Then let her tell us again how safe Boston is."
roxbury,"PWD Sweepers were out early this morning cleaning streets in #Dorchester, #Mattapan &amp; #Roxbury. For everything you need to know about the @CityOfBoston sweeping program: https://t.co/UipC9e3rUZ https://t.co/qDTgVvgRAM"
roxbury,"@CreasonJana @MayorWu she can be deported, SHOULD BE DEPORTED. 
per grok: 
Born on January 4, 1979, in Praia, Cape Verde, she immigrated to the United States at age 10 and settled in Roxbury, Boston. She became a naturalized U.S. citizen in 2019. Elected in November 2021, she took office in January"
roxbury,"@floridanow1 Boston tried Asian, tried lesbian, tried White man but, never Black man. Boston could use somebody that grew up poor or not the best schools.I say Black because, they know how much they have been screwed in Roxbury,Dorchester,Boston ECT.Need straight shooter who can't be bought"
roxbury,"“Growing up in Roxbury” I lived next door to the M. L. King, Jr. middle school. My childhood pastor was the Rev. Dr. Virgil Wood, His friend the Rev. Dr. M. L. King, Jr. came to Boston to March. Dr. King, prayed for all the children including me at the church on Blue Hill Avenue. https://t.co/NSRjaK38U2"
roxbury,"Blue Hill Avenue | Roxbury to Mattapan Square, Boston MA - 4K Drive https://t.co/kM1UzxUXEJ via @YouTube https://t.co/YPI0vlQH29"
roxbury,"Hey, Hey- No Boston slander we gave y'll New Edition.... #Roxbury"
roxbury,"They never put this fight, effort and fire into fighting the crime in Dorchester, Roxbury, Mattapan and Chinatown. They do not show this fire to end homelessness. The Boston City Council's priorities are askew. We must force positive change!! Join me!"
roxbury,"Melnea Cass 1896-1978 was a Boston community activist fighting for equal rights for workers, civil rights &amp; quality education. She loved to read the Bible &amp; was a devoted Christian. Known as Roxbury's First Lady, she was president of Boston's NAACP &amp; helped found Freedom House https://t.co/kVgtS8JGxw"
roxbury,"@MayorWu Jonathan Lanfear, of Winchester; Yihong Zou, of Boston; Boya Zhou, of West Roxbury; Mark Zhu, of Lincoln; Kerry Wu, of Natick; ; David LaCava, of Waltham; Pinhao Chao, 12 men will be summoned for arraignments on a single count of sexual conduct for a fee. Wu s cousin arrested https://t.co/LJzB43Nrng"
roxbury,"@AntiWuCoalition Lived in Boston my whole life. Work every single day in boston:downtown, mattapan,roxbury, beacon hill, north end, etc. See people of all races and economic every day. They are all anti-wu,anti-DEI,anti-Gay Gov.Healey. BCC is a joke. Especially Flynn"
roxbury,"A jazz scene rises in Roxbury, bringing top-notch acts to an unlikely venue.
https://t.co/ja9uXg2Kbr"
roxbury,"@MassGovernor You have some balls talking about ""our kids"".

Here's what you have done for ""our kids"" :
-Harbored illegal migrants.
-Harbored illegal criminal migrants that have raped, beaten and murdered OUR KIDS. 
-Took away a CHILDRENs recreation center in Roxbury to harbor illegal"
roxbury,@Yearoftravel @amuse They are! And she’s taking them! By pass the mainstream and talk to someone who knows where Roxbury is in Boston. This city is no longer western and no longer safe
roxbury,"Yeah, she is not good for Boston. Even very liberal people I know there are on the fence about her. I know many that live in Jamaica Plain, Roxbury, and a few other areas north and south of the posh downtown... are loosing YMCA and other rec space to illegals to name just one"
roxbury,"@MassFiscal Let Wu do an ""undercover boss"" episode. Walk through Roxbury, Dorchester, Mattapan, or the South End at night alone. Then let her tell us again how safe Boston is."
roxbury,"PWD Sweepers were out early this morning cleaning streets in #Dorchester, #Mattapan &amp; #Roxbury. For everything you need to know about the @CityOfBoston sweeping program: https://t.co/UipC9e3rUZ https://t.co/qDTgVvgRAM"
roxbury,"@CreasonJana @MayorWu she can be deported, SHOULD BE DEPORTED. 
per grok: 
Born on January 4, 1979, in Praia, Cape Verde, she immigrated to the United States at age 10 and settled in Roxbury, Boston. She became a naturalized U.S. citizen in 2019. Elected in November 2021, she took office in January"
roxbury,"@floridanow1 Boston tried Asian, tried lesbian, tried White man but, never Black man. Boston could use somebody that grew up poor or not the best schools.I say Black because, they know how much they have been screwed in Roxbury,Dorchester,Boston ECT.Need straight shooter who can't be bought"
roxbury,"“Growing up in Roxbury” I lived next door to the M. L. King, Jr. middle school. My childhood pastor was the Rev. Dr. Virgil Wood, His friend the Rev. Dr. M. L. King, Jr. came to Boston to March. Dr. King, prayed for all the children including me at the church on Blue Hill Avenue. https://t.co/NSRjaK38U2"
roxbury,"Blue Hill Avenue | Roxbury to Mattapan Square, Boston MA - 4K Drive https://t.co/kM1UzxUXEJ via @YouTube https://t.co/YPI0vlQH29"
roxbury,"Hey, Hey- No Boston slander we gave y'll New Edition.... #Roxbury"
roxbury,"They never put this fight, effort and fire into fighting the crime in Dorchester, Roxbury, Mattapan and Chinatown. They do not show this fire to end homelessness. The Boston City Council's priorities are askew. We must force positive change!! Join me!"
roxbury,"Melnea Cass 1896-1978 was a Boston community activist fighting for equal rights for workers, civil rights &amp; quality education. She loved to read the Bible &amp; was a devoted Christian. Known as Roxbury's First Lady, she was president of Boston's NAACP &amp; helped found Freedom House https://t.co/kVgtS8JGxw"
roxbury,"@MayorWu Jonathan Lanfear, of Winchester; Yihong Zou, of Boston; Boya Zhou, of West Roxbury; Mark Zhu, of Lincoln; Kerry Wu, of Natick; ; David LaCava, of Waltham; Pinhao Chao, 12 men will be summoned for arraignments on a single count of sexual conduct for a fee. Wu s cousin arrested https://t.co/LJzB43Nrng"
roxbury,"@AntiWuCoalition Lived in Boston my whole life. Work every single day in boston:downtown, mattapan,roxbury, beacon hill, north end, etc. See people of all races and economic every day. They are all anti-wu,anti-DEI,anti-Gay Gov.Healey. BCC is a joke. Especially Flynn"
roxbury,"A jazz scene rises in Roxbury, bringing top-notch acts to an unlikely venue.
https://t.co/ja9uXg2Kbr"
roxbury,"@MassGovernor You have some balls talking about ""our kids"".

Here's what you have done for ""our kids"" :
-Harbored illegal migrants.
-Harbored illegal criminal migrants that have raped, beaten and murdered OUR KIDS. 
-Took away a CHILDRENs recreation center in Roxbury to harbor illegal"
roxbury,@Yearoftravel @amuse They are! And she’s taking them! By pass the mainstream and talk to someone who knows where Roxbury is in Boston. This city is no longer western and no longer safe
roxbury,"Yeah, she is not good for Boston. Even very liberal people I know there are on the fence about her. I know many that live in Jamaica Plain, Roxbury, and a few other areas north and south of the posh downtown... are loosing YMCA and other rec space to illegals to name just one"
roxbury,"@MassFiscal Let Wu do an ""undercover boss"" episode. Walk through Roxbury, Dorchester, Mattapan, or the South End at night alone. Then let her tell us again how safe Boston is."
roxbury,"PWD Sweepers were out early this morning cleaning streets in #Dorchester, #Mattapan &amp; #Roxbury. For everything you need to know about the @CityOfBoston sweeping program: https://t.co/UipC9e3rUZ https://t.co/qDTgVvgRAM"
roxbury,"@CreasonJana @MayorWu she can be deported, SHOULD BE DEPORTED. 
per grok: 
Born on January 4, 1979, in Praia, Cape Verde, she immigrated to the United States at age 10 and settled in Roxbury, Boston. She became a naturalized U.S. citizen in 2019. Elected in November 2021, she took office in January"
roxbury,"@floridanow1 Boston tried Asian, tried lesbian, tried White man but, never Black man. Boston could use somebody that grew up poor or not the best schools.I say Black because, they know how much they have been screwed in Roxbury,Dorchester,Boston ECT.Need straight shooter who can't be bought"
roxbury,"“Growing up in Roxbury” I lived next door to the M. L. King, Jr. middle school. My childhood pastor was the Rev. Dr. Virgil Wood, His friend the Rev. Dr. M. L. King, Jr. came to Boston to March. Dr. King, prayed for all the children including me at the church on Blue Hill Avenue. https://t.co/NSRjaK38U2"
roxbury,"Blue Hill Avenue | Roxbury to Mattapan Square, Boston MA - 4K Drive https://t.co/kM1UzxUXEJ via @YouTube https://t.co/YPI0vlQH29"
roxbury,"Hey, Hey- No Boston slander we gave y'll New Edition.... #Roxbury"
roxbury,"They never put this fight, effort and fire into fighting the crime in Dorchester, Roxbury, Mattapan and Chinatown. They do not show this fire to end homelessness. The Boston City Council's priorities are askew. We must force positive change!! Join me!"
roxbury,"Melnea Cass 1896-1978 was a Boston community activist fighting for equal rights for workers, civil rights &amp; quality education. She loved to read the Bible &amp; was a devoted Christian. Known as Roxbury's First Lady, she was president of Boston's NAACP &amp; helped found Freedom House https://t.co/kVgtS8JGxw"
roxbury,"@MayorWu Jonathan Lanfear, of Winchester; Yihong Zou, of Boston; Boya Zhou, of West Roxbury; Mark Zhu, of Lincoln; Kerry Wu, of Natick; ; David LaCava, of Waltham; Pinhao Chao, 12 men will be summoned for arraignments on a single count of sexual conduct for a fee. Wu s cousin arrested https://t.co/LJzB43Nrng"
roxbury,"@AntiWuCoalition Lived in Boston my whole life. Work every single day in boston:downtown, mattapan,roxbury, beacon hill, north end, etc. See people of all races and economic every day. They are all anti-wu,anti-DEI,anti-Gay Gov.Healey. BCC is a joke. Especially Flynn"
roxbury,"A jazz scene rises in Roxbury, bringing top-notch acts to an unlikely venue.
https://t.co/ja9uXg2Kbr"
roxbury,"@MassGovernor You have some balls talking about ""our kids"".

Here's what you have done for ""our kids"" :
-Harbored illegal migrants.
-Harbored illegal criminal migrants that have raped, beaten and murdered OUR KIDS. 
-Took away a CHILDRENs recreation center in Roxbury to harbor illegal"
roxbury,@Yearoftravel @amuse They are! And she’s taking them! By pass the mainstream and talk to someone who knows where Roxbury is in Boston. This city is no longer western and no longer safe
roxbury,"Yeah, she is not good for Boston. Even very liberal people I know there are on the fence about her. I know many that live in Jamaica Plain, Roxbury, and a few other areas north and south of the posh downtown... are loosing YMCA and other rec space to illegals to name just one"
roxbury,"@MassFiscal Let Wu do an ""undercover boss"" episode. Walk through Roxbury, Dorchester, Mattapan, or the South End at night alone. Then let her tell us again how safe Boston is."
roxbury,"PWD Sweepers were out early this morning cleaning streets in #Dorchester, #Mattapan &amp; #Roxbury. For everything you need to know about the @CityOfBoston sweeping program: https://t.co/UipC9e3rUZ https://t.co/qDTgVvgRAM"
roxbury,"@CreasonJana @MayorWu she can be deported, SHOULD BE DEPORTED. 
per grok: 
Born on January 4, 1979, in Praia, Cape Verde, she immigrated to the United States at age 10 and settled in Roxbury, Boston. She became a naturalized U.S. citizen in 2019. Elected in November 2021, she took office in January"
roxbury,"@floridanow1 Boston tried Asian, tried lesbian, tried White man but, never Black man. Boston could use somebody that grew up poor or not the best schools.I say Black because, they know how much they have been screwed in Roxbury,Dorchester,Boston ECT.Need straight shooter who can't be bought"
roxbury,"“Growing up in Roxbury” I lived next door to the M. L. King, Jr. middle school. My childhood pastor was the Rev. Dr. Virgil Wood, His friend the Rev. Dr. M. L. King, Jr. came to Boston to March. Dr. King, prayed for all the children including me at the church on Blue Hill Avenue. https://t.co/NSRjaK38U2"
roxbury,"Blue Hill Avenue | Roxbury to Mattapan Square, Boston MA - 4K Drive https://t.co/kM1UzxUXEJ via @YouTube https://t.co/YPI0vlQH29"
roxbury,"Hey, Hey- No Boston slander we gave y'll New Edition.... #Roxbury"
roxbury,"They never put this fight, effort and fire into fighting the crime in Dorchester, Roxbury, Mattapan and Chinatown. They do not show this fire to end homelessness. The Boston City Council's priorities are askew. We must force positive change!! Join me!"
roxbury,"Melnea Cass 1896-1978 was a Boston community activist fighting for equal rights for workers, civil rights &amp; quality education. She loved to read the Bible &amp; was a devoted Christian. Known as Roxbury's First Lady, she was president of Boston's NAACP &amp; helped found Freedom House https://t.co/kVgtS8JGxw"
roxbury,"@MayorWu Jonathan Lanfear, of Winchester; Yihong Zou, of Boston; Boya Zhou, of West Roxbury; Mark Zhu, of Lincoln; Kerry Wu, of Natick; ; David LaCava, of Waltham; Pinhao Chao, 12 men will be summoned for arraignments on a single count of sexual conduct for a fee. Wu s cousin arrested https://t.co/LJzB43Nrng"
roxbury,"@AntiWuCoalition Lived in Boston my whole life. Work every single day in boston:downtown, mattapan,roxbury, beacon hill, north end, etc. See people of all races and economic every day. They are all anti-wu,anti-DEI,anti-Gay Gov.Healey. BCC is a joke. Especially Flynn"
roxbury,"A jazz scene rises in Roxbury, bringing top-notch acts to an unlikely venue.
https://t.co/ja9uXg2Kbr"
roxbury,"@MassGovernor You have some balls talking about ""our kids"".

Here's what you have done for ""our kids"" :
-Harbored illegal migrants.
-Harbored illegal criminal migrants that have raped, beaten and murdered OUR KIDS. 
-Took away a CHILDRENs recreation center in Roxbury to harbor illegal"
roxbury,@Yearoftravel @amuse They are! And she’s taking them! By pass the mainstream and talk to someone who knows where Roxbury is in Boston. This city is no longer western and no longer safe
roxbury,"Yeah, she is not good for Boston. Even very liberal people I know there are on the fence about her. I know many that live in Jamaica Plain, Roxbury, and a few other areas north and south of the posh downtown... are loosing YMCA and other rec space to illegals to name just one"
roxbury,"@MassFiscal Let Wu do an ""undercover boss"" episode. Walk through Roxbury, Dorchester, Mattapan, or the South End at night alone. Then let her tell us again how safe Boston is."
roxbury,"PWD Sweepers were out early this morning cleaning streets in #Dorchester, #Mattapan &amp; #Roxbury. For everything you need to know about the @CityOfBoston sweeping program: https://t.co/UipC9e3rUZ https://t.co/qDTgVvgRAM"
roxbury,"@CreasonJana @MayorWu she can be deported, SHOULD BE DEPORTED. 
per grok: 
Born on January 4, 1979, in Praia, Cape Verde, she immigrated to the United States at age 10 and settled in Roxbury, Boston. She became a naturalized U.S. citizen in 2019. Elected in November 2021, she took office in January"
roxbury,"@floridanow1 Boston tried Asian, tried lesbian, tried White man but, never Black man. Boston could use somebody that grew up poor or not the best schools.I say Black because, they know how much they have been screwed in Roxbury,Dorchester,Boston ECT.Need straight shooter who can't be bought"
roxbury,"“Growing up in Roxbury” I lived next door to the M. L. King, Jr. middle school. My childhood pastor was the Rev. Dr. Virgil Wood, His friend the Rev. Dr. M. L. King, Jr. came to Boston to March. Dr. King, prayed for all the children including me at the church on Blue Hill Avenue. https://t.co/NSRjaK38U2"
roxbury,"Blue Hill Avenue | Roxbury to Mattapan Square, Boston MA - 4K Drive https://t.co/kM1UzxUXEJ via @YouTube https://t.co/YPI0vlQH29"
roxbury,"Hey, Hey- No Boston slander we gave y'll New Edition.... #Roxbury"
roxbury,"They never put this fight, effort and fire into fighting the crime in Dorchester, Roxbury, Mattapan and Chinatown. They do not show this fire to end homelessness. The Boston City Council's priorities are askew. We must force positive change!! Join me!"
roxbury,"Melnea Cass 1896-1978 was a Boston community activist fighting for equal rights for workers, civil rights &amp; quality education. She loved to read the Bible &amp; was a devoted Christian. Known as Roxbury's First Lady, she was president of Boston's NAACP &amp; helped found Freedom House https://t.co/kVgtS8JGxw"
roxbury,"@MayorWu Jonathan Lanfear, of Winchester; Yihong Zou, of Boston; Boya Zhou, of West Roxbury; Mark Zhu, of Lincoln; Kerry Wu, of Natick; ; David LaCava, of Waltham; Pinhao Chao, 12 men will be summoned for arraignments on a single count of sexual conduct for a fee. Wu s cousin arrested https://t.co/LJzB43Nrng"
roxbury,"@AntiWuCoalition Lived in Boston my whole life. Work every single day in boston:downtown, mattapan,roxbury, beacon hill, north end, etc. See people of all races and economic every day. They are all anti-wu,anti-DEI,anti-Gay Gov.Healey. BCC is a joke. Especially Flynn"
roxbury,"A jazz scene rises in Roxbury, bringing top-notch acts to an unlikely venue.
https://t.co/ja9uXg2Kbr"
roxbury,"@MassGovernor You have some balls talking about ""our kids"".

Here's what you have done for ""our kids"" :
-Harbored illegal migrants.
-Harbored illegal criminal migrants that have raped, beaten and murdered OUR KIDS. 
-Took away a CHILDRENs recreation center in Roxbury to harbor illegal"
roxbury,@Yearoftravel @amuse They are! And she’s taking them! By pass the mainstream and talk to someone who knows where Roxbury is in Boston. This city is no longer western and no longer safe
roxbury,"Yeah, she is not good for Boston. Even very liberal people I know there are on the fence about her. I know many that live in Jamaica Plain, Roxbury, and a few other areas north and south of the posh downtown... are loosing YMCA and other rec space to illegals to name just one"
roxbury,"@MassFiscal Let Wu do an ""undercover boss"" episode. Walk through Roxbury, Dorchester, Mattapan, or the South End at night alone. Then let her tell us again how safe Boston is."
roxbury,"PWD Sweepers were out early this morning cleaning streets in #Dorchester, #Mattapan &amp; #Roxbury. For everything you need to know about the @CityOfBoston sweeping program: https://t.co/UipC9e3rUZ https://t.co/qDTgVvgRAM"
